title_ko,title_en,year,rating,date,review
오징어 게임,Squid Game,2021,6,,"Squid Game as a whole starts with something truly solid-Season 1 hit hard emotionally, had layered characters, and gave you real things to think about, from economic desperation to how far people will go when pushed. But after that, it slowly falls apart. Season 2 felt like more of the same, just messier. The games were still intense, but Gi-hun's choices didn't make sense, and too many characters were thrown in with not enough depth. Then Season 3 comes along and proves they ran out of ideas. It had emotional moments, sure-but most of the writing felt lazy, rushed, or flat-out wrong. Characters you care about die in ways that don't fit their arc, and some scenes are so unrealistic or badly handled that it take you out of it. Overall, it started as something with purpose and turned into a show that kept going just because it was popular-not because it still had something real to say."
오징어 게임,Squid Game,2021,10,,Im still thinking about it. Its freaking genius!!!
오징어 게임,Squid Game,2021,7,,The show was great until they introduced the American VIPs nonsense! Terrible dialogues and even worse acting. Just terrible terrible terrible. The show is easily an 8 or 9 but cringy VIPs nonsense make it almost unwatchable for me. Because every time the show is going great they appear ruining the whole show with stupid one-liners. There was really no need.
오징어 게임,Squid Game,2021,3,,"Season 1: 10/10, Season 2: 5/10.  I was so excited for the second season, after so many years of waiting, and it turned out to be a disappointment. The story barely progressed at all, and the games were disappointing. I'm sure the writers made a season probably of 14 episodes and split it into two, and the problem isn't just that the story is left incomplete, but that nothing relevant happens. A terrible second season that is just a shadow of how amazing the first one was.  Regarding the first season, it's excellent, highly recommended.  However, I don't recommend watching the second season, at least not until the third one comes out, because the second is definitely an incomplete season.  Instead of making a complete story per season like good series do, they decided to split one season into two, without giving a conclusion to the first part. Big mistake.  Update: Season 3 is even worse! All the caracteres are very dumb. The policeman is the worst. And the situations are very convenient. Nothing makes sense. Lazy writing.  Splitting up the second season was a mistake. I couldn't remember who any of the characters were, nor was I interested in what happened to any of them. I lost all interest.  The first season was different, unexpected, and it wrapped up the story. It didn't really need another season; they clearly extended it for money. I recommend watching only the first season."
오징어 게임,Squid Game,2021,9,,When I first started Squid Game I didn't expect much. Just something to pass time at work. After the first two episodes I was hooked. The show is thrilling and makes your heart beat increase. I highly recommend watching if you are looking to have some entertainment for a couple hours.
오징어 게임,Squid Game,2021,10,,"Despite all the cringey memes and Instagram/TikTok trends that made the momentum of this show tired, the show itself is absolutely brilliant. I watched this show twice in full already, both the Korean version and the English Dub version. Both were actually really well done. I normally don't like English dubs, but they actually did a very good job with the dub for this one (minus the red light green light song and a couple of the translations). All the characters are really enjoyable and played their parts so well. When you see them in talk in interviews, you can see they difference and how well they played their parts. They're all so likeable and I hope some of them can return for season 2 somehow. Even the 'villains' are a hilarious and the sweetest people in real life, so you know how well they acted. The makeup and costumes and sets were brilliant. When you watch the behind the scenes footage on how they filmed it and the emotion they actors put into it, it's just so fascinating.  The story is both light-hearted and funny, but also very dark, deep and emotional. During and after each game, you feel the intense fear and grief that the characters are feeling and as the story progresses you feel that same uncomfortable feeling they do. The story has very deep undertones to the downfalls of how our society is and how the system takes advantage of our weaknesses and sets us up to fail.  On top of the story, the story on how the show was created was really beautiful as well. How the creator wrote those show many years ago and no one would take it or fund it, how he lost teeth from all the stress, how he had no money. It's almost like he was one of the players in the game itself.  I'm really looking forward to Season 2. I'm a bit worried though, because the creator didn't plan for a season 2 as he wasn't expecting it to be a global phenomenon, and he said he won't be writing season 2 on his own, it would be a team of people. So we'll see if they can keep the same deep quality and not ruin it."
오징어 게임,Squid Game,2021,10,,"Awesome combination of Drama, suspense, thrill & A small demo of today's World.  Must watch, its fictional but I'll give you some true life lessons, who is your friend, who is your enemy."
오징어 게임,Squid Game,2021,6,,"Squid Game started with a bang. The first season was truly innovative, gripping, and emotionally intense. It was one of the most original concepts in recent TV history. It pulled me in immediately with its brutal honesty, clever symbolism, and high-stakes tension. However, as the show progressed, the quality steadily declined. The novelty wore off, the storytelling became less sharp, and by the end of the season, it already showed signs of faltering. The newer season unfortunately felt like a complete miss. It lacked the impact and depth that made the original so special. At this point, it really feels like they are just milking the franchise for money. I can still wholeheartedly recommend the first season, but beyond that it is hard to stay enthusiastic. Overall, I would rate the entire show a 6 out of 10. It had potential for greatness but did not manage to hold onto it."
오징어 게임,Squid Game,2021,9,,"A series with completely unique n innovative script ever! Portrays all human emotions of helplessness, greed, competition, violence, deceit, struggle, guilt. A true master creation at its best!"
오징어 게임,Squid Game,2021,9,,"OK yes, the VIP acting was atrociously bad and at the end it got a bit predictable. But other than that this is a masterfully crafted drama by filmmakers who damn well know how to create tension and suspense. I was worried that the ""game"" would turn into a gimmick, but it works so so so well! The acting is also phenomenal, the main characters are portrayed so viscerally human and the ""game"" acts to enrich these characters while making us feel all the thrills! Its damn great stuff!  TL;DR: Incredible film making, suspense, tension, great characters and horrible VIP's  Looking forward to Season 2 (if there is one :) !!"
오징어 게임,Squid Game,2021,7,,"I was engrossed! Very interesting story and characters UNTIL the last episode. I just could have done without the boo hoo blah blah sentimental ""here is why"" explanation. I believe that was obvious. The most worthy of friendships in the game was ruined for me in the last episode.  It's worth a go. It teaches age old lessons again but it's always worth learning them, again."
오징어 게임,Squid Game,2021,9,,"Personally found it to be somewhat of a combination of Saw, Hunger Games and Parasite, though very original in its own way.  A great new TV show to binge (but maybe not with the family)"
오징어 게임,Squid Game,2021,9,,"The biggest feat of this show was the amazing cinematography and the atmosphere it created. From the depressing streets of urban Seoul and poor living quarters to the colorful staircases and luxurious decors of the 'game quarters', every detail in every scene creates a certain mood and fits in perfectly.  The acting was a little inconsistent, while many of the lead actors were fantastic, some of the actors that got less screentime were well below their level. But as I said they got less screentime, thus the impact stays very limited to the series as a whole.  As for the plot and its subplots, it is nothing completely new or unseen but certain elements to it make it an unique experience anyway. Even when the outcome and some of the twists were predictable they were still enjoying to watch, just because of the execution. Nonetheless the show still manages to surprise the viewer from time to time.  Overall I really enjoyed the experience despite its minor flaws, it still manages to be a extremely tense, beautiful and intriguing show. It is for that reason that I am very curious to see how (or if?) the writers will continue after the open ending of the first season."
오징어 게임,Squid Game,2021,10,,"I checked it out after all the hype and it exceeded my expectations. I definitely recommend this if you haven't seen it. The acting is good, storyline is good, scenery and special effects are good too!"
오징어 게임,Squid Game,2021,6,,"I really do enjoy this series as it is different and entertaining, but season 2 is just so dragged out. How long does it take to vote, and do we really need to see every single person voting? I usually don´t fast forward but really wanted to reach for the remote. And when did getting nervous mean my hands have to shake uncontrollably and my eyes get super wide? In season one the actors seemed much more subtle and accurate in showing their emotions. And in the final episode, while I don´t want to give out any spoilers, the shootout just seemed to drag on endlessly. Just a bit disappointed with this season."
오징어 게임,Squid Game,2021,10,,"People have been rightly comparing this gem to the Hunger Games, and to some extent they're right; however, to oversimplify the show as another ""Dystopian Future Game Show"" drama risks looking over the masterful character work, the wildly impressive production design and cinematography, and of course the top-tier acting from everyone involved (yes, that includes the VIPs).  Everyone involved in making this, please take a bow. I look forward to where this story goes."
오징어 게임,Squid Game,2021,10,,After long i get master piece from korean web series bt only disspointment is vip s role.
오징어 게임,Squid Game,2021,6,,"Squid Game  A very simple idea taken to extreme lengths. Much of the show was derivative, I can recall so many TV shows and films that had elimination by death of the contestants (Hunger Games , Logan's Run etc)leaving only one. Even the music was taken from 2001, A Space Odyssey. With that said several elements bought a brutal honesty to the narrative.  Firstly rather than merely fortune hunters the contestants were desperate (bunch of losers), so desperate they were at the last chance saloon.  The varying ages and circumstances brought a refreshing touch to a totally surreal reality this juxtaposition of tone was definitely something new.  We had some great characterisations this meant we really cared about whether they lived or died, no moment was lost in developing this area.  Following episode 1 the script writers wanted to drive home the ""losers"" back stories and how in financial extremis the possession of life and money can lay on either side of the weighing scales, inferring perhaps that a single human life does have an intrinsic monetary value. A deeply disturbing thought!  The sterile styling of the game makers brought a sinister teletubbies element combined with the island of Dr No, not to mention the Escher type staircases.  The introduction of some rather slapstick humour in episode 3 largely fell flat but the sugar game was very inventive as were the contestants solutions.  Episode 4, the opening fight sequence indicated it was a fight for survival of the fittest and for a person to rise to the top others must fall to the bottom. There were some very clever devices used to keep the narrative impetus in what was otherwise a repetitive blandness. I thought the soldiers ""side-hustle"" of selling organs was brilliantly conceived.  In episode 5 the leader explains that the players are starting again, within the game, from a position of equality, but this is a lie, as age, sex, education and experience delineate the competitors, just as it is in the ""real"" world. This was self-evident in the very next scene where women were deemed ""worthless"".  The ending was so silly, money brings the power of choice, wealthy people have no clue how much money they have, better to be unhappy rich than unhappy poor.  Obviously as an anthropological/psychological study it gave a basic review of id drivers, (mainly the instinct to survive) there was no revelatory insight here, it was just great entertainment because we must remember instinct knows no morality.  Within its genre of dystopian fiction it was a winner, it must be remember the effect of dubbing and subtitles makes art products more profound and so it was here. Overall I enjoyed it but it had a fatal flaw in that even in episode 6 contestants stated more than 1 person could win, when this is idiocy. In terms of violence I found nothing but ""manga"" comic book action, interesting but nothing shocking!  I'm giving this a 6 outta 10, meaning I enjoyed it whilst I watched it but I never want to see it again. It was refreshing in that there was absolutely no snowflake woke fashion trend elements to this relatively low budget drama, I should give it a 10 for an authentic product in an unauthentic world.  I read somewhere the writer wanted the show to highlight the disparity in class within a capitalist world, well that intention was an abject failure, it was gladiator for losers."
오징어 게임,Squid Game,2021,5,,"The second season was okay, it was alright, not as good as the first for sure. It's supposed to be followed by the third season that will be the end, but it still feels underwhelming. I don't fully understand the choice to split it, and overall it feels underwhelming compared to the first. They repeat a lot of the character types they used in the first season. It feels like they're trying to remake the lightning bolt that was the first season, and they do not pull it off. I'll wait to watch the second part of this season anyways out of curiosity. Something Something I'm demoing tis website yuppp."
오징어 게임,Squid Game,2021,10,,"Just amazing, Korea movies has a kind of emotion express very strong of characters, not like US movies, usually less talking and less face's emotional, just like Parasite movie, also a good Korea movie, I really hope Korean can make more movies like this, very intense, drama and twist, which everybody loves it."
오징어 게임,Squid Game,2021,10,,"Hands down maybe the best show I have ever seen, can't stop thinking about it!"
오징어 게임,Squid Game,2021,10,,This TV show was very sad in the beginning but as it goes on it get good the story is very well written and I got to warn you its very graphic I give this show a thumbs up make that 4.
오징어 게임,Squid Game,2021,6,,"I really don't know what all the fuss is about... The acting is strong (as expected from Korean actors and actresses) but most people are talking about the plot, which to me, is nothing special. Sure there are some plot twists but there are also way too many gaps for this to be called a ""classic"" or ""masterpiece""."
오징어 게임,Squid Game,2021,8,,"This show was incredible. Cinematography and script. -2 points because of the incredibly unlikeable, mostly pathetic main actor that is all in all acted like a terrible person to his family but not to everyone else. I didn't understand his motivation sometimes and he got quite annoying. The acting of the VIPs was a bit bizarre too."
오징어 게임,Squid Game,2021,7,,"A pretty gripping show that has 7 solid episodes.  Sadly it has one filler episode and falls apart a bit at the end, but for the most part it's a season that you can't stop watching.  Definitely worth a watch and am recommending to my friends.  Don't think it needs a second season but I imagine one will be made."
오징어 게임,Squid Game,2021,10,,"This is fantastic! I watched the version dubbed in English, and it felt natural, not forced. Such a cool story, each episode is exciting and good fun. People have said they don't like the VIPs acting, but I think it's appropriate for those characters to have no real depth, they're supposed to be superficial people. Have a watch for an ace fun series, I watched the lot over a couple of nights :D."
오징어 게임,Squid Game,2021,7,,"I truly enjoyed the first two seasons , raw, emotional, and thought-provoking. But season 3 lost me. The baby scene felt completely unrealistic in a world built on brutal realism. A newborn that doesn't cry, eat, or even move? It broke the immersion and made the ending feel forced.  Still visually powerful, but emotionally disappointing."
오징어 게임,Squid Game,2021,4,,"The first season was a fresh idea for the viewers. But the second season lacks the surprise element. It was predictable! Viewers do not get a closure like they got in the end of the first season. The second season ended on a cliffhanger! But this cliffhanger is not that good. It is filled with characters that are not at all interesting! It is just a chash crab to cash the first season. As a viewer I felt like the should have ended in the first season. Tje revenge turn the second season takes is very weak and not at all interesting! If the first season is an 8 then it gets only half, a four out of ten stars."
오징어 게임,Squid Game,2021,10,,"..but entertained from the very beginning until end of season 1.  Interesting story, great act (except of the crazy woman and the VIP's - really annoying) However I've enjoyed each episode!"
오징어 게임,Squid Game,2021,10,,So many twists and turns this show keeps you guessing every episode! It's an amazing show all the way through. Definitely deserves it's spot amongst the Netflix top 10.
오징어 게임,Squid Game,2021,10,,"Great sequel. I think the people who were disappointed were only looking solely for ""superficial shock value"". Squid Game 2 has more of a human drama element. It goes deeper into that game world and explores the themes of human psychology and human nature. Still, there was plenty of suspense and excitement- although somewhat predictable, it was sprinkled with nice twists and you become emotionally invested, rooting for some characters and laughing/crying when they did. I loved how the story has developed in quite a meaningful way, going beyond the superficial. However, if you just want a joy ride, this may not be for you. The sequel requires a bit more of deep philosophical thinking to appreciate it."
오징어 게임,Squid Game,2021,9,,Warning do not watch the trailers do not read the reviews Just watch don't spoil it for yourself It is a must watch series In the beginning it was slow but as everything kicked off and started omg I was on the Edge of my seat non stop binge watched it all I had work the next morning at 2am I couldn't stop watching I had no sleep.  So must effort put into making it!
오징어 게임,Squid Game,2021,7,,"This show is a very entertaining but there were some things that left me very disappointed. In season one it was very fun and suspenseful to watch and the plot twist were good. The cast throughout the whole show was amazing at acting and extremely attractive. In season 2 I felt like it was too similar to season one. Yes the games were different but it wasn't like extremely different nor was it as good as season 1. I watched this show in 2024 so, not that long before season 2 came out and I feel like it was way too repetitive. The emotional effect in this show wasn't that great. Like the fact that when some characters died I wasn't that upset. It's very much a slow burn in season 2 but if you do want a suspenseful show I would highly recommend you watch it."
오징어 게임,Squid Game,2021,10,,"Except for the VIPs acting and their embarrassing ""jokes"" - coughs *69,96* - Squid Game is one of the best shows ever being perfectly engaging and exciting."
오징어 게임,Squid Game,2021,6,,To begin I have to say that it is not that I don't like the series . I have to say it is a story with good plot and well acted but there's some thing that don't come to an end at season 1 and never to be explained in season 2 .  I believe that the main character was trying hard to be shown evil without letting the others be close to him for no reason . Also the season 2 was far more worse than season 1 cause of the repetition that took place in the games and at the main room with the fighting and the killing between the two formed alliances . Overall it is worth spending time but not to have as a best of all time series to watch .
오징어 게임,Squid Game,2021,5,,"I truly didn't believe that episode 7 in Season 2 was the finale. The most action we got out of the entire season and it was the last episode. This whole season was a cash grab. The director said it himself, he only did Season 2 because he didn't make much money from the first one. Between the Dominoes, Doritos, and Puma collaborations with this series, I can't take it seriously anymore. Like others have stated, Season 1 was phenomenal and should have been left at a limited series. Season 2 is extremely drawn out to make unnecessary back stories for people who end up dying in the very next game they play."
오징어 게임,Squid Game,2021,10,,"UPDATE:  There once Was a time where streaming platforms were competing and focused first and foremost on the quality creating ""original"" series content. The goldenage of bingewatching. I haven't experienced a series as addicting and all consuming as this series since 'Dark'.  It's been three years since Netflix biggest shows debut. It's no wonder considering how meticulous the writing is. This series isn't simply just a show. It's an experience that tip toes the lines between insanity and genuis resulting in pure brilliance.  The emotional depth to each character is told beautifully but the acting is absolutely phenomenal. Each episode is its own movie always delivering arcs delivering a white knuckle ride. I miss these days of being devoured by a series unwilling to NOT hit 'NEXT EPISODE'. The style this world is shown through the lens is completely unique and original that bleeds inspiration. The lead had an even more challenging job to perform this season and showed great depth and range. I sincerly hope this series numbers helps encourage more brilliant tv to be created. BRAVO  No wonder this series took so long to create and it shows because there's literally not one flaw. It's perfect in every sense and has every major ingredient that makes it one of the best shows of this decade hands down!  The acting; absolutely incredible. The leads acting is stunning and beautiful even without him saying anything his facial expressions speaks volumes in VERY dramatic scenes (which scenes aren't?)  The directing is stellar and flawless. I love shows that are truly unique; Severance, Night Sky just to make a couple.  My favorite series just to give my opinion of this series context; Mr. Robot, The leftovers, Fargo, Dark, Altered Carbon S1, Westworld s1, Legion, Severance, Night Sky, Utopia UK, Black Mirror too many to list but if you like a few of said shows you will love this 100%.  You get attached to most of the characters and note: watch this with subtitles for the full experience as intended.  This is probably the most addicting bingable show 11 out of 10 easy.  You'll thank me give it a shot."
오징어 게임,Squid Game,2021,8,,"A group of desperate people agree to play high-stakes children's games, and then find how high the stakes really are. The show is an odd mix of nonsense and excellence. The premise is interesting but the ultimate revelation about the games and their founder is simplistic and does little explain the provenance of the vast, complex yet secret game venue. There are some hints at secondary plotlines but they go nowhere and the introduction of wealthy gamblers is a heavy-handed social-commentary that adds nothing to the story (and leads to the weakest moments in the series). The acting and characters are excellent and the dark shifts in their motives and ethics as more and more players are 'eliminated' is expertly done (episode 6, ""Gganbu"" is a highlight). The imagery, especially the creepy geometric enforcers, the 'play grounds' and the multicolored stairs that look like something from an Escher etching is memorable (and may be what really sets 'Squid Game' apart from similar 'deadly games' series). The film is quite violent, both in a cartoony way and in a more visceral 'realistic' and disturbing way. Not to everyone's' taste but entertaining and compelling."
오징어 게임,Squid Game,2021,7,,"Being slapped with an open ending after 4 years, 3 seasons and 22 episodes was quite disappointing. The casting was really great. There were scenes that made me question humanity and there were also scenes that made me believe in the same. Too many subplots made it hard to focus on one thing and due to only 6 eps being in season 3, many of sub-plots were left half baked. The amount of adrenaline rush i got throughout this entire series is insane. It made me feel grateful for the little things i have in my life. The consistent character throughout the entire series- Seong Gi Hun did a fantastic job with his phenomenal acting and consistent character development. It was very sad to see few character deaths. Worth watching once for the adrenaline rush. Thank you for reading this i hope you have a great day!"
오징어 게임,Squid Game,2021,7,,"Squid Game Season 1 is a masterpiece that stands on its own. The show's creator, Hwang Dong-hyuk, crafted a compelling narrative that explores themes of survival, class struggle, and human nature. The characters are well-developed, and the plot is engaging, making it a must-watch.  While Netflix has released two more seasons, they don't quite live up to the standard set by the first season. Instead of feeling like a natural progression of the story, the subsequent seasons seem like an attempt to cash in on the franchise's popularity.  If you're looking for a self-contained story with a clear beginning, middle, and end, Season 1 of Squid Game is the way to go. The finale provides closure, and the story doesn't feel incomplete or open-ended.  By watching only Season 1 and pretending the other seasons don't exist, you'll avoid the disappointment that some fans have expressed with the later seasons. You'll also get to experience the show as a cohesive, well-crafted narrative that doesn't feel like it's dragging on or trying to artificially prolong the story.  In short, Squid Game Season 1 is a phenomenal achievement that can be enjoyed on its own terms. If you're new to the series, start with Season 1 and appreciate it as a standalone work of fiction."
오징어 게임,Squid Game,2021,4,,"This show was like a mixtape of other (and better) shows. You can virtually see the Netflix algorithm in action: ""The capitalism parable in Parasite won an Oscar, so let's go with that. And people responded really well to the colorful uniforms and weird masks in Casa de Papel, so let's give people a chance to dress up as our characters on Halloween which will give the show free PR. Oh, and Battle Royale was really successful and influential, so let's pretty much steal that whole concept right down to the classical music and cheery female speaker!""  The VIPs get a lot of flak for their acting in many reviews on IMDb, and rightly so. But let's be honest, the Korean actors are no better. This show is filled to the brim with bad Asian style overacting, something which is far too common in Korean and Japanese shows. The bad guy with the face tattoo is right out of some school play, and the guy in the lead is pulling faces like a madman. I have no idea who they are but I wouldn't be surprised if they originally are comedians. The best actor in the whole show is the main character's daughter and she's only in it for a couple of minutes.  As per usual for a Netflix production the story is stretched very thin in order to make it nine hours (!) long."
오징어 게임,Squid Game,2021,10,,"I found it amazing through and through. Very emotional, I felt horrible during every episode but I kept watching and found the suspense amazing. Well done."
오징어 게임,Squid Game,2021,10,,"It's pretty unreal how shallow-minded many of the reviewers are here. They are griping about the acting. It's nothing short of brilliant, and very much representative of the Korean style. If those people watched Old Boy or Parasite, they would immediately realize the strength and potency of it, and how it plays well into the dimensions of the characters and the plot threads that surround them.  The sudden outbursts and taciturn restraint from the main and side characters are a mixture of subtlety and overreaching. It's a delightful balance here. It's also refreshing to see this instead of the atrociously mundane acting, like say in Clickbait where the actors are overly restrained so they can look attractive for the camera.  This series is immensely intriguing. Listen closely for the nuances of emotion even behind the masks. Kudos to the producers and writers for being bold and for - after ten years - getting this series put onto the small screen for us to relish in with giddy delight thanks to their tenacity with Netflix."
오징어 게임,Squid Game,2021,7,,"As a longtime fan of the Squid Game universe, I must say - Season 1 was lightning in a bottle. It came with a unique story, raw emotions, and unpredictable twists that made it one of the finest Korean series of the decade.  In contrast, the second season stretched each episode unnecessarily. It felt like the pacing was off - dragging certain scenes that could've been more impactful with tighter editing. It lacked the tension and urgency that made the first season so memorable.  However, Season 3 brought back some of the spark. The games were far more engaging this time around. Especially Episode 4 - titled ""222"" - stood out brilliantly. The game concept was clever, and the actor it focused on delivered a great performance. Easily one of the best episodes in the latter seasons.  Among the characters, the ones who stayed with me emotionally were the main protagonist, the mother-son duo, and the girl - their arcs still held weight and pulled at the heartstrings.  That said, the one-hour runtime per episode wasn't always justified. Some subplots and filler scenes felt unnecessary, possibly added just to stretch the watch time. The Superstition scenes were particularly pointless and could've been edited out without affecting the plot.  And the ending... it didn't really satisfy me. Not bad, but it missed the emotional punch it was building up to. For a show that started with such promise, it deserved a more impactful farewell.  Today marks the end of one of my favorite Korean series. I'll remember it, no doubt - but I'll also wish it ended stronger.  We are not horses, we are humans...humans are...  My Rating: 7 out of 10."
오징어 게임,Squid Game,2021,10,,I just loved it! You can easy watch it during all weekend non stop! It's so much different from other series available. Completely different genre.  Recommended to everyone.
오징어 게임,Squid Game,2021,7,,"Damp squib or Damp squid, how did season two go or not go down?  Season two-cut short-mystery removed Lacks the creativity of the ground breaking first season.  The first episode was a filler Pre-Sequel story and build up. It dragged on quite a bit. Then when he finally makes it back to the island.  What I wanted as view was a knock out10 episodes, ten new challenges and all we got was lack lustier 3-4 challenges and same red light green light challenge and this time was not as good.  I thought best challenges were tug of war and cookie cutter.  This ended up in gun fight without conclusion and left waiting for another year.  I suppose the thrill of watching the challenges is no longer the main story.  It is now about exposing who is behind it this year or next. The old man in first season was part of it and thought he started challenges.  Are we the viewer, as interested in that as watching challenges is the question."
오징어 게임,Squid Game,2021,3,,"This is the proof people are still fans of predictable stories. If this is the 2021 most mainstream TV series, something is definitely off. Except for a few moments and interesting parts when they participate in the game, everything else is filled with already seen stuff. Main character's morality is selectable/clashing in different situations, ridiculous plot twists and most of all, acting and dialogue of ""rich people watching"" is major cringe. I would avoid this, except if you really want to see why is this so popular."
오징어 게임,Squid Game,2021,10,,Wow! Amazing show worth watching for sure. Concept was so good. The VIPs doe.. their acting was weird. Other than that the whole show keeps you on the edge.. the characters were really well played and I can't wait for the next season.
오징어 게임,Squid Game,2021,8,,"Squid Game isn't just a show about survival but a striking display of human morality, social class and capitalism. It combines thrilling action with hard hitting emotional moments creating a show unlike any other.  S1 is still the best season by far. It introduced the characters, the conflict and established the world. It explored each character with raw emotional depth and the incorporated their subplots brilliantly into the narrative. You feel for each character and their struggles. And the performances were fantastic particularly by Lee Jung-jae as the protagonist Gi-hun, Park Hae-soo as Sang-woo, Jung Ho-yeon as Sae-byeok and Anupam Tripathi as Ali Abdul. It's almost perfect, if you cut out the VIP's. Boy they were cringe to watch.  S2 was decent with an emphasis of exploration of the system. There are a lot of new characters introduced which are instantly likeable and fun. The biggest standout amongst the new characters was easily Thanos. The new games are quite thrilling to watch. This season delves into a more mystery elements of the games and some key characters. And ofcourse the performances are great particularly by Lee Jung Jae as Gi-hun, Park Sung-hoon as Hyun-ju, Choi Seung-hyun as Thanos, Lee Byung-hun as The Frontman and Gong Yoo as the salesman. That said, it suffers from pacing issues and some subplots that didn't make much sense. And that cliffhanger ending didn't do it much of a justice.  S3, however, was a low bar, though not bad at all. It picks up right after the ending of S2, exploring more of the characters introduced in the previous season. This season leans much more deeper into the themes of human morality and trauma and while the performances from the ensemble cast are stellar as ever and it delivers on the action and the games, it does have its fair share of issues. A lot of the writing and subplots are questionable or didn't make any sense. Gi-Hun is essentially overshadowed for the first few episodes in favour of other less interesting characters. And the ending is quite ambiguous. Oh yeah, and the VIP's are back and so is the cringe factor.  Overall, Squid Game is an exhilarating and brutal depiction of human morality, trauma, social class and capitalism with surprising emotional depth. While some the writing and subplots don't always make a whole lot of sense and the VIP's are one of the worst aspects of the show, it's fantastic performances from the ensemble cast, brutal action, layered characters and honest depiction of its themes makes it a thrilling watch."
오징어 게임,Squid Game,2021,10,,"I'm sure by this time most of you have seen this series and I'm glad to have watched it as well the minute it came out in Netflix. For those who haven't, there are a lot of memes and clips showcased in FB and Tiktok..and in all honesty watching this is an absolute treat.  We are all aware by now how Koreans can leave us in awe when it comes to the series or movies that they create. And Squid Game is an interesting and unique concept, something that left me fascinated until the end. Some may think that it is just a series with gruesome games involved, but frankly that is the part which makes it exciting like hell.  Short but sweet as it only contained 9 episodes, and although the ending will keep us curious and wanting for more, it's enough for me to understand the plot and message it meant to deliver.  Would you want a Season 2? I know I would."
오징어 게임,Squid Game,2021,,,"Absolute masterpiece and a must watch. It has excellent premise, gripping & binge-worthy development, perfectly handle twist & turns, fantastic character arcs and overall exceptional writing and acting!  It's near the realm of perfection with little to complain but if I have to nitpick, my only minor gripes are: 1. Motivation revealed in last episode could have been more...philosophical (maybe it's lost in translation) 2. VIPs acting are really bad, like...they supposed to be world's richest a-holes, not jerk high schooler reading off a drama script..."
오징어 게임,Squid Game,2021,10,,"The three things that I look for when watching something are storytelling, performance, and attention to detail. Squid game passes all of those with flying colors. The storytelling and atmosphere is incredible, well thought-out, and keeps you invested from start to finish. Going into this, I thought that a show about deadly children's games would get cheesy at points, but boy was I wrong. This show digs deep into the psyche of the characters and delivers some very powerful and emotional scenes, which the actors absolutely nail. There isn't much to say about the acting other than each of these actors (with the exception of the VIP's that spoke English) deliver phenomenal performances that take you on an emotional Rollercoaster. Lastly, I'm the type of person that will pause shows to spot inconsistencies or plot holes as they are very telling for how seriously the creators took the show/movie. I can tell how invested everyone that worked on this was because I didn't catch a single inconsistency. It seemed like every single detail was thought out and carefully crafted.  This show is brutal, bleak, and doesn't sugar coat anything or deliver any corny cliche's. It feels authentic from start to finish. Definitely not a feel good show or for the faint of heart, but would absolutely recommend giving this a watch."
오징어 게임,Squid Game,2021,6,,"Most of the characters are very well written, sadly I can't say the same about the story. A lot of plotholes, and just overall sruff that didn't make sense. But apart from that, most aspects are pretty much fine. So all in all, an above average series but certainly not great or anything.  7/10: good but not great."
오징어 게임,Squid Game,2021,10,,"The plot is super interesting! It offers you almost identical storyline to the one of Alice in borderland, but it's even better. The characters are all round, none of them are flat. The gore is great and it does leave you on the brink of being creeped out by the events it creates. Love every bit of it. Moreover, the plot twist at the end is really well done, if you keep your eyes peeled at every little detail, you can figure it out yourself, but it's not really all that simple.  Really recommend it to everyone. Very interesting and can't wait for season 2."
오징어 게임,Squid Game,2021,7,,"I mean, I'd say I liked The Hunger Games better - but not The Maze Runner. There's a real grimness to The Squid Games. Like The Platform. With every episode you're ground down deeper just like these poor saps who find themselves there. I liked it well enough though it was long and the characters pretty familiar to this genre. It does makes many apt comments about contemporary society - Ali's story is particularly sad as is Sae- Byeok's and the way we treat people just seeking a better life. I can't say I get the uproar of the series - Netflix's potential biggest- but it's worth a watch if you like dystopian stuff - and who doesn't?"
오징어 게임,Squid Game,2021,8,,"I now watched season two and I liked it, but the paradox is that its main fans base from the season one will, probably, not. Unfortunately, modern viewers tastes are defined by simpleton storylines like Marvel comics with a punch of brutality and violence for the sake of shocking value. Season 1 became a phenomenon because of its simple story premise and lots of shocking value. Season 2 got bigger budget, hence more thought and talent was poured in, but ironically it will be their downfall. The crowd will want more blood and games, while season 2 got more character development and dialogue. Anyway, I enjoyed first two episodes a lot, the middle had ups and downs, but knowing a villain from the beginning is a nice touch and balancing his views versus ""hero"" virtue signalling was good as well. I wish the ending was more satisfying and the special soldiers storyline on boats was more believable and less caricature, but, hey it's still a Korean drama."
오징어 게임,Squid Game,2021,9,,"Excellent showcase of human mind and emotions. Its the battle of strong people against the weak people covering all aspects such as morality ,honesty,sacrifice,smartness,cunningness and so on.  This series is definitely worth your time and will hook you up to watch the season at a single stretch."
